Name,id,Health Labels,Ingredients_with_weights,Ingredients_only,raw_ingr
Deviled Eggs With Candied Bacon,e02864,"['DAIRY_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE']","['2.27 grams brown sugar', '0.1 grams cayenne pepper', '0.05 grams ground cinnamon', '19.38 grams bacon', '57.48 grams eggs', '9.65 grams mayonnaise', '2.51 grams Dijon mustard', '0.09 grams fresh dill', '2.49 grams cider vinegar', '0.96 grams worcestershire sauce', '5.01 grams scallions', '0.0 grams kosher salt', '0.0 grams paprika']","['scallions', 'paprika', 'fresh dill', 'eggs', 'worcestershire sauce', 'cider vinegar', 'ground cinnamon', 'mayonnaise', 'kosher salt', 'bacon', 'brown sugar', 'Dijon mustard', 'cayenne pepper']","[{'retainedWeight': 2.271477208601526, 'exactFood': 'brown sugar'}, {'retainedWeight': 0.10025830438134861, 'exactFood': 'cayenne pepper'}, {'retainedWeight': 0.05430658160967747, 'exactFood': 'ground cinnamon'}, {'retainedWeight': 19.383272180394066, 'exactFood': 'bacon'}, {'retainedWeight': 57.481427845306534, 'exactFood': 'eggs'}, {'retainedWeight': 9.649861796704803, 'exactFood': 'mayonnaise'}, {'retainedWeight': 2.506457609533715, 'exactFood': 'Dijon mustard'}, {'retainedWeight': 0.09294780301863706, 'exactFood': 'fresh dill'}, {'retainedWeight': 2.489747892136824, 'exactFood': 'cider vinegar'}, {'retainedWeight': 0.9573275592454618, 'exactFood': 'worcestershire sauce'}, {'retainedWeight': 5.01291521906743, 'exactFood': 'scallions'}, {'retainedWeight': 0.0, 'exactFood': 'kosher salt'}, {'retainedWeight': 0.0, 'exactFood': 'paprika'}]"
Berry Sauce,e45132,"['LOW_FAT_ABS', 'PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_OIL_ADDED', 'FODMAP_FREE', 'KOSHER']","['77.13 grams Raspberries', '12.54 grams Powdered Sugar', '9.27 grams Water', '1.06 grams Lemon Juice']","['Lemon Juice', 'Water', 'Powdered Sugar', 'Raspberries']","[{'retainedWeight': 77.1250736041633, 'exactFood': 'Raspberries'}, {'retainedWeight': 12.5406623746607, 'exactFood': 'Powdered Sugar'}, {'retainedWeight': 9.271791236602233, 'exactFood': 'Water'}, {'retainedWeight': 1.0624727845737547, 'exactFood': 'Lemon Juice'}]"
Balsamic Roasted Root Vegetables,e25896,"['PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'MEDITERRANEAN', 'DASH', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['30.23 grams Rutabaga', '9.13 grams Turnip', '10.18 grams Sweet Potato', '10.18 grams Yam', '19.11 grams Carrots', '9.79 grams Yellow Onion', '1.41 grams Garlic', '3.17 grams Olive Oil', '5.01 grams Balsamic Vinegar', '0.94 grams Ginger', '0.47 grams Salt', '0.04 grams Cayenne Pepper', '0.33 grams Cumin']","['Olive Oil', 'Garlic', 'Yellow Onion', 'Sweet Potato', 'Cayenne Pepper', 'Balsamic Vinegar', 'Ginger', 'Turnip', 'Yam', 'Cumin', 'Rutabaga', 'Salt', 'Carrots']","[{'retainedWeight': 30.233539734830373, 'exactFood': 'Rutabaga'}, {'retainedWeight': 9.130981545706398, 'exactFood': 'Turnip'}, {'retainedWeight': 10.182280221574997, 'exactFood': 'Sweet Potato'}, {'retainedWeight': 10.182280221574997, 'exactFood': 'Yam'}, {'retainedWeight': 19.111356723571532, 'exactFood': 'Carrots'}, {'retainedWeight': 9.790654059206727, 'exactFood': 'Yellow Onion'}, {'retainedWeight': 1.4098541845257688, 'exactFood': 'Garlic'}, {'retainedWeight': 3.1721719151829797, 'exactFood': 'Olive Oil'}, {'retainedWeight': 5.012814878313844, 'exactFood': 'Balsamic Vinegar'}, {'retainedWeight': 0.9399027896679553, 'exactFood': 'Ginger'}, {'retainedWeight': 0.46995139484192294, 'exactFood': 'Salt'}, {'retainedWeight': 0.035246354613144217, 'exactFood': 'Cayenne Pepper'}, {'retainedWeight': 0.32896597638934605, 'exactFood': 'Cumin'}]"
White Chocolate Pots De Creme,e21466,"['VEGETARIAN', 'PESCATARIAN', 'GLUTEN_FREE', 'WHEAT_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['16.23 grams white chocolate', '14.32 grams egg', '3.58 grams granulated sugar', '0.11 grams salt', '21.3 grams heavy cream', '8.73 grams milk', '0.57 grams cornstarch', '0.47 grams vanilla extract', '24.06 grams mango', '0.89 grams sugar', '9.38 grams blueberry pie filling', '0.37 grams salt']","['cornstarch', 'white chocolate', 'sugar', 'blueberry pie filling', 'egg', 'granulated sugar', 'heavy cream', 'mango', 'salt', 'vanilla extract', 'milk']","[{'retainedWeight': 16.227947341702347, 'exactFood': 'white chocolate'}, {'retainedWeight': 14.318777066207952, 'exactFood': 'egg'}, {'retainedWeight': 3.579694266551988, 'exactFood': 'granulated sugar'}, {'retainedWeight': 0.10739082799655963, 'exactFood': 'salt'}, {'retainedWeight': 21.299180885984327, 'exactFood': 'heavy cream'}, {'retainedWeight': 8.73445401038685, 'exactFood': 'milk'}, {'retainedWeight': 0.5727510826386346, 'exactFood': 'cornstarch'}, {'retainedWeight': 0.46536025465175845, 'exactFood': 'vanilla extract'}, {'retainedWeight': 24.055545471229358, 'exactFood': 'mango'}, {'retainedWeight': 0.8949235666228693, 'exactFood': 'sugar'}, {'retainedWeight': 9.37879897836621, 'exactFood': 'blueberry pie filling'}, {'retainedWeight': 0.36517624766113077, 'exactFood': 'salt'}]"
Triple Berry Trifle,e54938,"['KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['45.03 grams Milk', '5.41 grams Vanilla Pudding Mix', '13.84 grams Cool Whip', '2.48 grams Strawberries', '0.18 grams Blackberries', '0.17 grams Blueberries', '3.08 grams Sugar', '0.16 grams Cornstarch', '1.74 grams Lemon Juice', '27.9 grams Angel Food Cake']","['Lemon Juice', 'Sugar', 'Angel Food Cake', 'Blueberries', 'Blackberries', 'Vanilla Pudding Mix', 'Milk', 'Cool Whip', 'Cornstarch', 'Strawberries']","[{'retainedWeight': 45.028736459560534, 'exactFood': 'Milk'}, {'retainedWeight': 5.4132907219143815, 'exactFood': 'Vanilla Pudding Mix'}, {'retainedWeight': 13.840800141258361, 'exactFood': 'Cool Whip'}, {'retainedWeight': 2.4790410919676087, 'exactFood': 'Strawberries'}, {'retainedWeight': 0.18454400188344483, 'exactFood': 'Blackberries'}, {'retainedWeight': 0.16731989504098999, 'exactFood': 'Blueberries'}, {'retainedWeight': 3.0757333647240803, 'exactFood': 'Sugar'}, {'retainedWeight': 0.16403911279360436, 'exactFood': 'Cornstarch'}, {'retainedWeight': 1.7439114829915876, 'exactFood': 'Lemon Juice'}, {'retainedWeight': 27.9025837278654, 'exactFood': 'Angel Food Cake'}]"
Broccoli Soup With Cheddar Cheese,e33971,"['EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE']","['28.75 grams broccoli', '5.37 grams butter', '5.2 grams onion', '2.96 grams flour', '23.08 grams milk', '5.34 grams cheddar cheese', '28.82 grams chicken broth', '0.18 grams Salt', '0.3 grams pepper', '0.0 grams Velveeta', '0.0 grams cheese']","['cheddar cheese', 'flour', 'butter', 'onion', 'cheese', 'Velveeta', 'pepper', 'broccoli', 'chicken broth', 'Salt', 'milk']","[{'retainedWeight': 28.751502131042574, 'exactFood': 'broccoli'}, {'retainedWeight': 5.367262322160086, 'exactFood': 'butter'}, {'retainedWeight': 5.201752030287308, 'exactFood': 'onion'}, {'retainedWeight': 2.955540926299607, 'exactFood': 'flour'}, {'retainedWeight': 23.07686355254733, 'exactFood': 'milk'}, {'retainedWeight': 5.343617994749689, 'exactFood': 'cheddar cheese'}, {'retainedWeight': 28.82313248793303, 'exactFood': 'chicken broth'}, {'retainedWeight': 0.1817695406453352, 'exactFood': 'Salt'}, {'retainedWeight': 0.2985590143350588, 'exactFood': 'pepper'}, {'retainedWeight': 0.0, 'exactFood': 'Velveeta'}, {'retainedWeight': 0.0, 'exactFood': 'cheese'}]"
Blueberry Streusel Cake,e77806,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['10.53 grams flour', '0.76 grams brown sugar', '1.05 grams sugar', '0.16 grams cinnamon', '4.76 grams unsalted butter', '10.53 grams flour', '0.39 grams baking powder', '0.1 grams baking soda', '0.25 grams salt', '9.68 grams sour cream', '0.27 grams vanilla', '4.76 grams unsalted butter', '12.63 grams sugar', '3.62 grams egg', '40.51 grams blueberries']","['cinnamon', 'baking soda', 'blueberries', 'flour', 'sugar', 'baking powder', 'egg', 'sour cream', 'unsalted butter', 'salt', 'brown sugar', 'vanilla']","[{'retainedWeight': 10.527091469901015, 'exactFood': 'flour'}, {'retainedWeight': 0.7632141315549199, 'exactFood': 'brown sugar'}, {'retainedWeight': 1.0527091469723064, 'exactFood': 'sugar'}, {'retainedWeight': 0.16422262693045583, 'exactFood': 'cinnamon'}, {'retainedWeight': 4.758245344395259, 'exactFood': 'unsalted butter'}, {'retainedWeight': 10.527091469901015, 'exactFood': 'flour'}, {'retainedWeight': 0.3873969660923573, 'exactFood': 'baking powder'}, {'retainedWeight': 0.09684924152308932, 'exactFood': 'baking soda'}, {'retainedWeight': 0.25265019527762433, 'exactFood': 'salt'}, {'retainedWeight': 9.684924152308934, 'exactFood': 'sour cream'}, {'retainedWeight': 0.2652827050415056, 'exactFood': 'vanilla'}, {'retainedWeight': 4.758245344395259, 'exactFood': 'unsalted butter'}, {'retainedWeight': 12.632509763881217, 'exactFood': 'sugar'}, {'retainedWeight': 3.621319465645949, 'exactFood': 'egg'}, {'retainedWeight': 40.508247976179106, 'exactFood': 'blueberries'}]"
Cranberry Brie Bites,e00278,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'MEDITERRANEAN', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'SULPHITE_FREE', 'KOSHER']","['6.68 grams puff pastry', '55.47 grams cranberry sauce', '37.85 grams brie cheese']","['brie cheese', 'puff pastry', 'cranberry sauce']","[{'retainedWeight': 6.675609925653983, 'exactFood': 'puff pastry'}, {'retainedWeight': 55.4743184821846, 'exactFood': 'cranberry sauce'}, {'retainedWeight': 37.85007159216143, 'exactFood': 'brie cheese'}]"
Summer Zucchini Salad,e71146,"['PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'MEDITERRANEAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['17.6 grams zucchini', '20.12 grams black beans', '20.12 grams can chickpeas', '20.12 grams corn', '16.56 grams grape tomatoes', '0.09 grams cilantro', '0.48 grams paprika', '0.37 grams ground ginger', '0.43 grams cumin', '3.17 grams lime', '0.96 grams extra virgin olive oil']","['lime', 'corn', 'black beans', 'paprika', 'extra virgin olive oil', 'cilantro', 'ground ginger', 'zucchini', 'grape tomatoes', 'cumin', 'can chickpeas']","[{'retainedWeight': 17.59715119388193, 'exactFood': 'zucchini'}, {'retainedWeight': 20.11575986714021, 'exactFood': 'black beans'}, {'retainedWeight': 20.11575986714021, 'exactFood': 'can chickpeas'}, {'retainedWeight': 20.11575986714021, 'exactFood': 'corn'}, {'retainedWeight': 16.55645945660934, 'exactFood': 'grape tomatoes'}, {'retainedWeight': 0.09460833975205339, 'exactFood': 'cilantro'}, {'retainedWeight': 0.4825025327354723, 'exactFood': 'paprika'}, {'retainedWeight': 0.36897252503300826, 'exactFood': 'ground ginger'}, {'retainedWeight': 0.42573752888424027, 'exactFood': 'cumin'}, {'retainedWeight': 3.1693793816937887, 'exactFood': 'lime'}, {'retainedWeight': 0.9579094399895406, 'exactFood': 'extra virgin olive oil'}]"
Broccoli Italian Style,e53655,"['SUGAR_CONSCIOUS', 'PLANT_BASED', 'VEGAN', 'VEGETARIAN', 'PESCATARIAN', 'PALEO', 'SPECIFIC_CARBS', 'MEDITERRANEAN', 'DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['8.3 grams onion', '3.2 grams olive oil', '0.36 grams garlic', '80.68 grams broccoli', '7.03 grams water', '0.36 grams salt', '0.08 grams chili powder']","['chili powder', 'water', 'onion', 'olive oil', 'garlic', 'broccoli', 'salt']","[{'retainedWeight': 8.300589927076413, 'exactFood': 'onion'}, {'retainedWeight': 3.2016561147294733, 'exactFood': 'olive oil'}, {'retainedWeight': 0.3557395683032748, 'exactFood': 'garlic'}, {'retainedWeight': 80.68037694472964, 'exactFood': 'broccoli'}, {'retainedWeight': 7.025856473989678, 'exactFood': 'water'}, {'retainedWeight': 0.3557395683032748, 'exactFood': 'salt'}, {'retainedWeight': 0.08004140286823684, 'exactFood': 'chili powder'}]"
Pizza Egg Rolls,e60826,"['SUGAR_CONSCIOUS', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE']","['19.98 grams italian sausagE', '0.13 grams garlic', '4.92 grams green pepper', '18.73 grams crushed tomatoes', '2.91 grams tomato paste', '0.02 grams DRIED oregano', '0.0 grams salt', '0.05 grams sugar', '0.01 grams dried rosemary', '0.0 grams thyme', '0.26 grams pepper', '9.99 grams mozzarella cheese', '28.05 grams wraps', '1.89 grams EGG', '13.06 grams oil']","['dried rosemary', 'sugar', 'DRIED oregano', 'tomato paste', 'mozzarella cheese', 'wraps', 'oil', 'crushed tomatoes', 'EGG', 'green pepper', 'salt', 'thyme', 'garlic', 'pepper', 'italian sausagE']","[{'retainedWeight': 19.976241806723067, 'exactFood': 'italian sausagE'}, {'retainedWeight': 0.13212022375986882, 'exactFood': 'garlic'}, {'retainedWeight': 4.921478335055113, 'exactFood': 'green pepper'}, {'retainedWeight': 18.727726693802875, 'exactFood': 'crushed tomatoes'}, {'retainedWeight': 2.906644922717114, 'exactFood': 'tomato paste'}, {'retainedWeight': 0.022020037293311468, 'exactFood': 'DRIED oregano'}, {'retainedWeight': 0.0, 'exactFood': 'salt'}, {'retainedWeight': 0.04624207831595409, 'exactFood': 'sugar'}, {'retainedWeight': 0.0066060111879934404, 'exactFood': 'dried rosemary'}, {'retainedWeight': 0.004404007458662294, 'exactFood': 'thyme'}, {'retainedWeight': 0.2604329278870169, 'exactFood': 'pepper'}, {'retainedWeight': 9.988120903361533, 'exactFood': 'mozzarella cheese'}, {'retainedWeight': 28.053527511678812, 'exactFood': 'wraps'}, {'retainedWeight': 1.8937232072247863, 'exactFood': 'EGG'}, {'retainedWeight': 13.060711333533895, 'exactFood': 'oil'}]"
Lemon Cakes With Basil Lemon Syrup,e03029,"['LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['7.11 grams unsalted butter', '1.33 grams unsalted butter', '6.44 grams cake flour', '8.35 grams sugar', '3.13 grams sugar', '0.09 grams salt', '9.4 grams eggs', '1.91 grams lemon juice', '0.38 grams lemon zest', '15.66 grams sugar', '22.27 grams water', '0.13 grams lemon zest', '7.64 grams lemon juice', '1.25 grams fresh basil', '14.91 grams heavy cream']","['cake flour', 'sugar', 'fresh basil', 'eggs', 'lemon zest', 'water', 'heavy cream', 'unsalted butter', 'salt', 'lemon juice']","[{'retainedWeight': 7.109821158245409, 'exactFood': 'unsalted butter'}, {'retainedWeight': 1.3342659970980368, 'exactFood': 'unsalted butter'}, {'retainedWeight': 6.4364240000856014, 'exactFood': 'cake flour'}, {'retainedWeight': 8.352212814385208, 'exactFood': 'sugar'}, {'retainedWeight': 3.1320798053944534, 'exactFood': 'sugar'}, {'retainedWeight': 0.0939623941618336, 'exactFood': 'salt'}, {'retainedWeight': 9.39623941618336, 'exactFood': 'eggs'}, {'retainedWeight': 1.9105686812583187, 'exactFood': 'lemon juice'}, {'retainedWeight': 0.3758495766473344, 'exactFood': 'lemon zest'}, {'retainedWeight': 15.660399026972266, 'exactFood': 'sugar'}, {'retainedWeight': 22.269087416354562, 'exactFood': 'water'}, {'retainedWeight': 0.12528319221577813, 'exactFood': 'lemon zest'}, {'retainedWeight': 7.6422747251624665, 'exactFood': 'lemon juice'}, {'retainedWeight': 1.2528319221577813, 'exactFood': 'fresh basil'}, {'retainedWeight': 14.908699873677598, 'exactFood': 'heavy cream'}]"
Creamy Shrimp Enchiladas,e53222,"['SUGAR_CONSCIOUS', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE']","['21.93 grams Shrimp', '0.19 grams Cilantro', '0.29 grams Garlic', '3.6 grams Red bell pepper', '3.87 grams White onion', '17.41 grams Chicken broth', '1.49 grams Lime juice', '5.8 grams Salsa verde', '0.13 grams Chili powder', '1.51 grams Flour', '0.0 grams Salt', '18.96 grams flour tortillas', '4.12 grams Butter', '9.57 grams jack cheese', '11.12 grams Sour cream']","['Salsa verde', 'flour tortillas', 'Garlic', 'Red bell pepper', 'Sour cream', 'Shrimp', 'Chili powder', 'Butter', 'jack cheese', 'Flour', 'Chicken broth', 'White onion', 'Lime juice', 'Salt', 'Cilantro']","[{'retainedWeight': 21.933417640751003, 'exactFood': 'Shrimp'}, {'retainedWeight': 0.19341963482102667, 'exactFood': 'Cilantro'}, {'retainedWeight': 0.29012945223154, 'exactFood': 'Garlic'}, {'retainedWeight': 3.6024406985416215, 'exactFood': 'Red bell pepper'}, {'retainedWeight': 3.8683926964205333, 'exactFood': 'White onion'}, {'retainedWeight': 17.4077671338924, 'exactFood': 'Chicken broth'}, {'retainedWeight': 1.4893311880967253, 'exactFood': 'Lime juice'}, {'retainedWeight': 5.802589044728904, 'exactFood': 'Salsa verde'}, {'retainedWeight': 0.130558253504193, 'exactFood': 'Chili powder'}, {'retainedWeight': 1.511090897013723, 'exactFood': 'Flour'}, {'retainedWeight': 0.0, 'exactFood': 'Salt'}, {'retainedWeight': 18.955124212460614, 'exactFood': 'flour tortillas'}, {'retainedWeight': 4.119838221687868, 'exactFood': 'Butter'}, {'retainedWeight': 9.57427192364082, 'exactFood': 'jack cheese'}, {'retainedWeight': 11.121629002209033, 'exactFood': 'Sour cream'}]"
Roasted Garlic Butter,e42416,"['SUGAR_CONSCIOUS', 'LOW_POTASSIUM', 'KIDNEY_FRIENDLY', 'KETO_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_SUGAR_ADDED', 'SULPHITE_FREE', 'KOSHER']","['26.17 grams Garlic', '14.13 grams Olive Oil', '59.14 grams Unsalted Butter', '0.57 grams Salt']","['Salt', 'Unsalted Butter', 'Olive Oil', 'Garlic']","[{'retainedWeight': 26.166419845273893, 'exactFood': 'Garlic'}, {'retainedWeight': 14.129866716447902, 'exactFood': 'Olive Oil'}, {'retainedWeight': 59.136108850319, 'exactFood': 'Unsalted Butter'}, {'retainedWeight': 0.5676045879592135, 'exactFood': 'Salt'}]"
Flourless Pumpkin Pie Muffins,e51659,"['KIDNEY_FRIENDLY', 'VEGETARIAN', 'PESCATARIAN', 'PEANUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'PORK_FREE', 'RED_MEAT_FREE', 'CRUSTACEAN_FREE', 'CELERY_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'KOSHER']","['11.67 grams almond butter', '34.31 grams canned pumpkin', '8.03 grams egg', '23.53 grams honey', '7.47 grams rolled oats', '2.43 grams ground flaxseed', '0.49 grams ground cinnamon', '0.21 grams ground nutmeg', '0.2 grams ground cloves', '0.78 grams vanilla extract', '0.43 grams baking soda', '10.46 grams mini chocolate chips']","['baking soda', 'honey', 'rolled oats', 'ground nutmeg', 'canned pumpkin', 'almond butter', 'egg', 'ground cloves', 'ground cinnamon', 'mini chocolate chips', 'ground flaxseed', 'vanilla extract']","[{'retainedWeight': 11.671335200751756, 'exactFood': 'almond butter'}, {'retainedWeight': 34.31372549021016, 'exactFood': 'canned pumpkin'}, {'retainedWeight': 8.029878618117207, 'exactFood': 'egg'}, {'retainedWeight': 23.529411764715537, 'exactFood': 'honey'}, {'retainedWeight': 7.469654528481123, 'exactFood': 'rolled oats'}, {'retainedWeight': 2.4276377217153193, 'exactFood': 'ground flaxseed'}, {'retainedWeight': 0.48552754435127304, 'exactFood': 'ground cinnamon'}, {'retainedWeight': 0.2054154995332309, 'exactFood': 'ground nutmeg'}, {'retainedWeight': 0.1960784313726295, 'exactFood': 'ground cloves'}, {'retainedWeight': 0.784313725490518, 'exactFood': 'vanilla extract'}, {'retainedWeight': 0.42950513538766455, 'exactFood': 'baking soda'}, {'retainedWeight': 10.457516339873573, 'exactFood': 'mini chocolate chips'}]"
Savannah Red Rice,e58118,"['DAIRY_FREE', 'GLUTEN_FREE', 'WHEAT_FREE', 'EGG_FREE', 'MILK_FREE', 'PEANUT_FREE', 'TREE_NUT_FREE', 'SOY_FREE', 'FISH_FREE', 'SHELLFISH_FREE', 'CRUSTACEAN_FREE', 'MUSTARD_FREE', 'SESAME_FREE', 'LUPINE_FREE', 'MOLLUSK_FREE', 'ALCOHOL_FREE', 'NO_OIL_ADDED', 'NO_SUGAR_ADDED', 'SULPHITE_FREE']","['10.98 grams bacon', '11.83 grams yellow onion', '9.09 grams celery', '5.64 grams green bell pepper', '14.01 grams long-grain rice', '34.36 grams whole tomatoes', '13.63 grams chicken broth', '0.18 grams kosher salt', '0.11 grams black pepper', '0.07 grams cayenne pepper', '0.09 grams pepper sauce']","['yellow onion', 'cayenne pepper', 'pepper sauce', 'celery', 'long-grain rice', 'green bell pepper', 'black pepper', 'kosher salt', 'bacon', 'whole tomatoes', 'chicken broth']","[{'retainedWeight': 10.98239863341897, 'exactFood': 'bacon'}, {'retainedWeight': 11.83448128601182, 'exactFood': 'yellow onion'}, {'retainedWeight': 9.088881627657079, 'exactFood': 'celery'}, {'retainedWeight': 5.6426806771704365, 'exactFood': 'green bell pepper'}, {'retainedWeight': 14.012025842637996, 'exactFood': 'long-grain rice'}, {'retainedWeight': 34.3553946511536, 'exactFood': 'whole tomatoes'}, {'retainedWeight': 13.633322441485618, 'exactFood': 'chicken broth'}, {'retainedWeight': 0.18382894265204097, 'exactFood': 'kosher salt'}, {'retainedWeight': 0.1098239863341897, 'exactFood': 'black pepper'}, {'retainedWeight': 0.06816661220742809, 'exactFood': 'cayenne pepper'}, {'retainedWeight': 0.0889952992708089, 'exactFood': 'pepper sauce'}]"
